food_category,hours_since_cooked,storage_temp_c,humidity_pct,freshness_score
raw_salads,0.9,27.0,50.1,0.374
rice_curry,6.66,17.1,73.7,0.0
dairy_based,8.66,28.6,87.2,0.0
fried_items,1.41,21.1,56.4,0.671
dairy_based,3.66,31.0,35.8,0.0
rice_curry,0.49,21.6,70.0,0.789
raw_salads,0.3,27.8,30.6,0.814
raw_salads,9.9,25.1,77.2,0.0
dairy_based,4.93,28.5,61.5,0.028
baked_goods,3.56,24.7,59.4,0.303
dairy_based,2.75,14.0,64.2,0.0
baked_goods,9.8,30.1,61.0,0.0
fried_items,2.52,23.5,49.4,0.307
dairy_based,7.26,28.7,46.9,0.0
dry_snacks,2.84,28.1,54.9,0.524
fried_items,0.7,19.4,83.7,0.848
rice_curry,6.83,18.5,38.1,0.03
rice_curry,0.02,27.9,49.5,0.977
rice_curry,6.76,22.2,41.5,0.0
raw_salads,2.5,29.6,55.6,0.0
dry_snacks,7.46,22.9,38.0,0.043
baked_goods,7.7,30.1,75.6,0.039
raw_salads,7.24,26.5,36.2,0.012
dry_snacks,0.24,25.7,69.9,0.94
fried_items,7.04,21.8,46.1,0.0
fried_items,9.9,25.4,58.3,0.0
dairy_based,2.43,31.2,42.0,0.061
baked_goods,2.74,23.7,73.8,0.554
dairy_based,8.14,27.2,86.9,0.0
dairy_based,1.6,24.3,43.3,0.003
dairy_based,6.61,24.7,87.2,0.0
baked_goods,7.55,34.3,49.5,0.015
fried_items,0.37,31.2,63.5,0.826
dairy_based,5.54,24.5,72.1,0.0
raw_salads,5.76,25.3,42.0,0.031
baked_goods,3.03,19.8,56.7,0.621
raw_salads,8.76,23.0,34.1,0.028
baked_goods,1.63,25.9,71.8,0.715
dairy_based,3.64,29.1,55.0,0.016
baked_goods,8.49,28.5,83.5,0.0
rice_curry,1.91,17.3,46.4,0.461
rice_curry,8.21,29.9,85.4,0.0
dairy_based,0.79,23.5,38.5,0.435
raw_salads,4.89,18.1,66.4,0.0
fried_items,0.75,32.0,48.5,0.715
dairy_based,6.78,32.8,40.9,0.0
dairy_based,7.91,25.6,35.6,0.0
rice_curry,8.5,28.3,69.3,0.024
fried_items,9.81,28.6,44.0,0.0
dairy_based,6.72,32.4,64.4,0.0
fried_items,7.69,28.4,88.8,0.003
dairy_based,5.06,16.0,49.0,0.0
rice_curry,9.13,36.1,32.1,0.0
raw_salads,6.44,30.4,38.6,0.0
dairy_based,8.84,20.9,37.2,0.017
dry_snacks,2.35,17.8,57.8,0.772
dairy_based,4.97,27.0,74.7,0.0
fried_items,7.3,22.3,47.8,0.0
dry_snacks,2.03,26.0,38.8,0.668
rice_curry,2.11,28.5,68.4,0.025
dry_snacks,9.78,20.6,48.1,0.0
fried_items,4.35,17.3,64.5,0.106
baked_goods,1.82,26.3,86.0,0.567
raw_salads,3.31,20.8,47.5,0.0
dairy_based,3.97,24.9,60.7,0.009
raw_salads,6.23,15.9,78.4,0.045
rice_curry,9.23,22.5,71.5,0.0
baked_goods,9.87,28.3,75.1,0.0
fried_items,6.52,27.6,76.4,0.01
baked_goods,7.0,19.3,62.4,0.144
baked_goods,3.22,17.0,62.2,0.578
fried_items,8.57,24.1,73.1,0.056
rice_curry,2.18,27.4,71.9,0.0
fried_items,1.06,26.4,70.2,0.647
baked_goods,9.73,20.9,52.9,0.017
raw_salads,8.64,25.8,79.7,0.0
raw_salads,3.04,33.0,44.2,0.046
rice_curry,6.75,25.2,39.3,0.0
fried_items,4.67,14.2,50.7,0.089
dry_snacks,3.23,25.2,45.2,0.513
baked_goods,2.87,36.3,69.8,0.078
raw_salads,1.36,16.3,43.9,0.449
dry_snacks,5.49,24.2,69.4,0.201
fried_items,4.47,22.6,60.8,0.021
raw_salads,5.12,24.6,39.1,0.011
raw_salads,2.15,25.2,45.5,0.0
dairy_based,9.39,30.8,61.3,0.039
dry_snacks,6.39,24.5,74.0,0.081
raw_salads,9.0,31.7,53.9,0.0
raw_salads,1.09,23.3,44.0,0.405
fried_items,6.23,21.9,47.7,0.011
raw_salads,8.49,20.0,35.7,0.02
dry_snacks,3.31,13.1,31.5,0.621
fried_items,1.95,25.7,88.4,0.372
dry_snacks,2.65,36.3,35.8,0.322
raw_salads,2.73,26.7,37.5,0.0
baked_goods,4.47,28.1,82.3,0.0
raw_salads,3.26,21.5,69.8,0.011
fried_items,2.71,22.5,56.2,0.337
dry_snacks,6.49,29.9,68.9,0.015
dry_snacks,0.53,36.1,86.1,0.826
dairy_based,3.4,32.9,36.0,0.0
baked_goods,6.9,28.8,44.6,0.0
dry_snacks,1.76,24.2,81.6,0.761
raw_salads,2.21,25.3,76.8,0.004
rice_curry,2.01,19.5,89.7,0.337
dairy_based,0.01,15.3,48.8,0.974
rice_curry,4.74,17.2,86.7,0.0
dairy_based,0.39,24.3,50.6,0.676
dairy_based,2.73,22.2,72.9,0.0
dry_snacks,9.95,15.2,83.0,0.0
fried_items,9.18,23.8,40.2,0.02
baked_goods,2.15,22.1,42.3,0.725
raw_salads,3.1,17.0,64.9,0.0
rice_curry,4.64,21.8,80.6,0.0
raw_salads,8.44,22.1,34.7,0.0
raw_salads,8.03,20.3,81.1,0.0
raw_salads,1.26,29.6,50.6,0.079
dairy_based,1.24,12.6,54.4,0.4
raw_salads,4.17,12.1,50.4,0.033
fried_items,8.7,24.0,84.7,0.0
dry_snacks,8.82,24.6,37.8,0.0
rice_curry,1.07,26.4,64.5,0.429
baked_goods,5.74,20.8,38.9,0.212
dry_snacks,1.56,18.5,85.7,0.81
dairy_based,6.86,24.0,77.9,0.0
baked_goods,9.16,21.4,44.0,0.0
dry_snacks,4.55,33.3,47.9,0.001
dairy_based,0.83,22.1,52.9,0.475
rice_curry,5.79,23.7,54.3,0.009
fried_items,4.09,38.9,79.0,0.0
rice_curry,8.11,22.8,63.9,0.0
raw_salads,3.4,27.3,55.7,0.0
dry_snacks,8.75,27.9,73.2,0.0
raw_salads,2.74,28.4,57.5,0.0
baked_goods,1.58,25.7,37.7,0.692
raw_salads,3.06,25.2,36.4,0.033
raw_salads,0.35,24.6,49.6,0.758
rice_curry,2.81,20.5,66.2,0.071
raw_salads,6.6,26.0,38.1,0.0
fried_items,1.42,36.2,63.0,0.265
raw_salads,1.11,31.3,46.2,0.03
raw_salads,1.32,25.8,71.7,0.185
fried_items,0.78,29.1,31.7,0.699
dairy_based,8.75,18.8,58.1,0.0
dry_snacks,9.44,22.4,33.1,0.0
dry_snacks,0.47,29.7,49.8,0.9
dairy_based,7.6,32.9,30.9,0.013
baked_goods,7.37,19.4,58.1,0.084
fried_items,9.97,21.1,76.0,0.0
dairy_based,3.48,37.1,36.0,0.0
rice_curry,2.86,24.6,74.1,0.0
fried_items,4.53,34.9,65.1,0.0
fried_items,8.57,25.2,60.3,0.014
raw_salads,7.29,25.5,66.0,0.014
baked_goods,4.72,22.2,50.2,0.307
fried_items,2.45,29.7,72.6,0.026
raw_salads,7.27,32.1,76.8,0.0
dairy_based,8.55,17.8,76.7,0.0
raw_salads,4.0,21.9,46.2,0.0
dairy_based,6.69,29.5,69.2,0.0
dry_snacks,4.0,23.2,38.9,0.46
dairy_based,4.78,21.0,59.7,0.0
dry_snacks,5.25,30.1,30.2,0.0
dry_snacks,7.76,30.6,41.6,0.004
raw_salads,9.78,21.3,67.9,0.0
baked_goods,4.44,25.3,82.5,0.108
rice_curry,3.42,16.7,32.9,0.046
raw_salads,3.74,18.6,63.5,0.0
dry_snacks,1.34,24.7,68.2,0.789
rice_curry,2.97,24.2,85.9,0.0
baked_goods,0.86,18.2,69.3,0.86
rice_curry,4.28,19.7,36.2,0.0
baked_goods,1.67,17.6,38.8,0.761
raw_salads,3.46,26.7,68.1,0.009
dry_snacks,7.94,12.2,42.9,0.247
dry_snacks,2.46,17.9,85.7,0.754
raw_salads,6.12,12.8,85.2,0.005
fried_items,9.01,26.5,86.9,0.0
fried_items,5.67,13.2,47.6,0.0
dairy_based,1.94,24.2,73.0,0.001
dairy_based,3.45,33.8,69.8,0.016
baked_goods,5.9,34.0,32.1,0.053
fried_items,5.07,13.2,45.9,0.032
dry_snacks,1.49,25.8,42.4,0.792
fried_items,4.47,18.1,52.2,0.185
baked_goods,5.43,16.8,87.2,0.297
dry_snacks,2.67,23.3,80.7,0.615
dairy_based,6.12,31.4,47.6,0.005
baked_goods,0.7,27.6,61.8,0.816
fried_items,3.37,19.7,41.5,0.329
dry_snacks,8.04,28.2,46.6,0.0
dry_snacks,2.59,10.5,33.9,0.725
fried_items,6.05,19.5,68.6,0.0
dairy_based,4.1,19.1,69.4,0.019
raw_salads,3.16,24.5,80.3,0.013
fried_items,9.16,22.8,82.3,0.0
raw_salads,3.43,23.2,39.6,0.062
rice_curry,2.37,23.0,74.6,0.0
dairy_based,9.09,24.1,38.1,0.007
dry_snacks,7.46,27.2,52.4,0.0
fried_items,6.82,24.9,60.9,0.0
rice_curry,0.5,22.3,33.0,0.829
dairy_based,1.31,26.4,39.4,0.005
dairy_based,6.38,29.0,46.3,0.003
rice_curry,2.09,20.7,37.7,0.262
dry_snacks,2.26,23.6,86.0,0.623
fried_items,7.79,31.0,47.3,0.0
raw_salads,2.86,17.4,60.1,0.042
rice_curry,0.72,34.8,89.8,0.41
dairy_based,0.36,16.0,64.0,0.81
rice_curry,4.43,21.9,54.7,0.047
baked_goods,6.17,18.3,85.8,0.165
dairy_based,8.69,37.1,43.3,0.0
raw_salads,1.11,21.0,40.8,0.569
rice_curry,1.97,21.0,62.1,0.294
dry_snacks,5.3,21.8,55.6,0.367
fried_items,3.64,24.6,77.8,0.0
fried_items,4.83,22.0,32.5,0.0
raw_salads,9.24,23.2,67.1,0.001
raw_salads,5.45,4.0,72.6,0.121
raw_salads,4.15,24.3,88.3,0.0
fried_items,9.89,24.1,38.7,0.0
dairy_based,0.65,30.2,44.8,0.348
dairy_based,9.32,31.9,85.9,0.0
dry_snacks,5.02,22.9,67.8,0.317
dairy_based,5.04,28.9,32.3,0.038
dairy_based,9.22,17.4,34.6,0.065
dry_snacks,5.07,28.6,77.1,0.097
rice_curry,4.38,20.6,64.0,0.015
fried_items,2.72,16.9,63.9,0.443
dairy_based,6.59,22.9,82.8,0.0
raw_salads,5.7,32.4,44.5,0.012
dairy_based,2.14,25.1,39.6,0.0
raw_salads,7.09,33.0,66.8,0.033
fried_items,6.44,19.5,82.9,0.0
dry_snacks,3.97,30.3,45.9,0.185
rice_curry,0.04,20.1,70.9,0.998
baked_goods,4.47,25.4,39.1,0.118
fried_items,0.06,25.3,40.3,0.974
rice_curry,0.75,28.0,84.1,0.545
fried_items,4.31,25.5,37.1,0.046
raw_salads,0.82,19.6,31.5,0.634
dairy_based,2.76,29.3,76.5,0.0
dry_snacks,6.55,34.4,51.8,0.0
rice_curry,3.09,20.5,53.8,0.0
raw_salads,9.98,13.0,78.0,0.0
baked_goods,9.16,27.0,40.8,0.0
raw_salads,5.85,22.0,69.0,0.028
raw_salads,9.67,23.2,48.8,0.0
dry_snacks,8.68,27.3,36.3,0.001
rice_curry,3.19,21.3,71.2,0.0
dry_snacks,7.5,22.4,49.1,0.09
dry_snacks,1.37,23.4,82.0,0.851
raw_salads,6.85,32.8,85.1,0.0
raw_salads,4.91,24.2,80.9,0.031
dry_snacks,0.17,16.6,49.3,0.994
baked_goods,2.74,16.8,44.2,0.658
fried_items,9.55,24.8,83.6,0.0
dry_snacks,3.16,17.2,57.2,0.696
raw_salads,1.81,14.6,72.5,0.317
raw_salads,1.88,27.8,79.6,0.0
fried_items,4.79,28.1,46.7,0.016
baked_goods,8.43,21.8,37.1,0.0
dairy_based,7.58,25.8,67.5,0.018
baked_goods,4.37,25.1,65.4,0.14
dairy_based,2.09,27.6,46.2,0.003
raw_salads,0.46,27.6,65.1,0.757
dry_snacks,4.63,8.4,77.4,0.445
rice_curry,8.15,22.6,51.0,0.007
raw_salads,7.3,27.1,44.5,0.008
rice_curry,4.09,21.5,73.5,0.0
rice_curry,5.95,24.2,77.2,0.0
baked_goods,4.36,28.5,87.3,0.0
rice_curry,5.79,24.5,38.9,0.0
fried_items,5.18,33.0,83.4,0.0
rice_curry,6.81,30.8,75.9,0.0
rice_curry,5.08,23.3,72.1,0.049
raw_salads,9.41,22.8,48.8,0.0
rice_curry,4.28,6.9,31.3,0.446
dry_snacks,0.16,22.0,60.5,0.96
baked_goods,2.36,15.9,47.1,0.733
raw_salads,5.01,25.3,47.4,0.022
dry_snacks,5.41,24.9,85.6,0.181
baked_goods,5.52,28.2,39.2,0.0
fried_items,7.15,32.4,86.1,0.0
baked_goods,2.75,23.8,60.2,0.575
dry_snacks,6.65,37.7,80.3,0.0
raw_salads,7.04,25.4,47.0,0.019
fried_items,4.11,16.1,68.0,0.141
raw_salads,4.02,20.6,63.4,0.027
dairy_based,1.79,21.8,85.4,0.0
raw_salads,4.14,27.6,40.8,0.0
fried_items,7.87,18.3,42.3,0.0
dry_snacks,9.09,22.2,86.9,0.0
raw_salads,5.94,23.0,35.9,0.012
baked_goods,2.99,21.3,68.1,0.571
rice_curry,6.82,28.9,33.6,0.0
fried_items,7.4,27.8,34.6,0.0
dairy_based,3.32,31.0,65.8,0.0
fried_items,8.27,22.0,63.1,0.016
raw_salads,0.74,31.2,64.4,0.395
raw_salads,0.11,15.8,58.4,0.956
rice_curry,1.23,15.7,74.5,0.584
raw_salads,1.56,16.7,89.5,0.399
dairy_based,8.79,24.1,46.5,0.0
baked_goods,4.25,31.2,49.4,0.0
baked_goods,2.75,20.4,49.4,0.66
dairy_based,4.29,21.1,75.8,0.0
dairy_based,3.95,22.7,50.9,0.0
dairy_based,3.01,27.4,70.6,0.0
raw_salads,1.38,21.1,56.8,0.365
dairy_based,6.56,20.8,66.5,0.0
rice_curry,1.37,15.9,79.7,0.552
dairy_based,7.75,20.6,60.8,0.032
rice_curry,2.02,31.1,58.5,0.028
dairy_based,7.31,24.5,46.0,0.01
dry_snacks,8.06,19.6,61.0,0.186
dry_snacks,1.25,31.4,45.7,0.661
baked_goods,0.87,20.5,80.6,0.877
dry_snacks,9.5,32.5,53.3,0.0
fried_items,4.63,32.4,37.7,0.0
baked_goods,6.3,24.3,44.4,0.0
baked_goods,0.23,15.0,62.1,0.977
dairy_based,2.79,37.7,85.0,0.0
rice_curry,5.05,26.3,48.0,0.046
raw_salads,8.86,22.1,45.9,0.014
raw_salads,2.71,29.7,54.4,0.0
fried_items,7.75,28.2,88.1,0.014
dry_snacks,6.62,31.9,80.7,0.026
dry_snacks,1.15,20.0,39.0,0.9
rice_curry,2.93,25.9,66.8,0.0
dry_snacks,2.38,16.9,77.5,0.728
raw_salads,4.43,28.0,76.1,0.0
rice_curry,6.35,23.9,59.3,0.0
rice_curry,4.33,25.7,73.9,0.0
raw_salads,2.45,23.1,65.0,0.0
baked_goods,6.96,22.5,42.1,0.008
rice_curry,5.84,18.8,33.4,0.0
dairy_based,5.19,28.7,52.2,0.0
fried_items,5.54,32.9,33.7,0.0
fried_items,2.22,20.7,53.7,0.525
raw_salads,6.8,27.3,79.7,0.0
raw_salads,3.88,26.6,80.7,0.0
raw_salads,3.63,24.0,32.0,0.0
dry_snacks,1.5,14.8,34.2,0.807
rice_curry,5.97,16.2,70.2,0.0
fried_items,6.03,19.3,60.0,0.0
dry_snacks,3.4,11.2,39.0,0.65
dairy_based,8.6,32.4,78.3,0.0
dry_snacks,8.45,26.2,43.0,0.013
raw_salads,1.09,23.8,34.7,0.418
dry_snacks,6.95,10.9,75.0,0.271
dry_snacks,3.94,13.1,66.5,0.552
rice_curry,10.0,24.0,53.7,0.038
dry_snacks,2.25,35.8,71.6,0.419
fried_items,2.81,19.8,84.7,0.386
dairy_based,4.42,29.2,32.1,0.008
raw_salads,2.69,21.1,67.7,0.024
rice_curry,6.92,24.3,43.1,0.052
fried_items,4.81,31.3,58.4,0.008
fried_items,2.21,21.9,55.4,0.505
fried_items,5.06,19.9,53.4,0.0
baked_goods,8.89,32.5,41.4,0.0
rice_curry,7.92,24.3,78.2,0.0
fried_items,4.99,30.5,52.8,0.01
baked_goods,2.88,19.9,83.2,0.664
raw_salads,1.8,32.4,51.3,0.007
fried_items,8.78,25.6,80.4,0.0
fried_items,7.1,26.6,62.7,0.0
raw_salads,5.72,24.8,53.1,0.049
fried_items,8.79,21.0,72.2,0.003
raw_salads,1.22,24.0,77.2,0.315
dry_snacks,6.82,21.3,59.0,0.215
dairy_based,2.17,29.8,55.5,0.008
dry_snacks,1.21,22.8,64.6,0.812
dry_snacks,4.66,15.0,65.1,0.541
dairy_based,3.87,13.9,55.5,0.0
rice_curry,9.41,13.6,75.5,0.0
dairy_based,3.24,27.7,54.0,0.0
dairy_based,8.15,17.1,57.2,0.0
fried_items,7.49,25.8,66.3,0.0
raw_salads,6.68,24.8,89.2,0.0
raw_salads,9.2,23.6,45.6,0.0
dairy_based,4.08,26.6,43.9,0.0
rice_curry,3.9,24.9,40.6,0.053
baked_goods,1.61,7.7,71.4,0.917
dry_snacks,2.76,22.1,56.9,0.678
fried_items,8.8,26.6,53.3,0.015
dairy_based,4.74,33.8,42.2,0.026
rice_curry,3.41,34.1,83.5,0.0
fried_items,2.16,15.8,56.6,0.576
rice_curry,4.85,21.9,66.5,0.015
rice_curry,7.17,14.6,36.8,0.0
fried_items,2.87,33.1,36.5,0.063
rice_curry,7.58,30.1,34.0,0.048
baked_goods,6.3,26.1,52.0,0.007
dry_snacks,7.88,25.0,58.4,0.0
dairy_based,2.51,32.3,44.7,0.036
baked_goods,6.31,31.3,51.0,0.0
rice_curry,1.54,30.9,30.4,0.016
baked_goods,3.64,26.7,51.1,0.2
baked_goods,7.24,21.9,37.2,0.067
raw_salads,6.32,28.6,37.7,0.0
rice_curry,1.88,28.9,30.3,0.002
baked_goods,8.58,22.9,71.8,0.0
raw_salads,0.53,21.9,85.9,0.719
baked_goods,5.95,30.8,67.3,0.0
rice_curry,9.84,34.0,35.8,0.034
baked_goods,5.32,19.5,89.4,0.293
dry_snacks,8.01,22.4,88.5,0.011
fried_items,5.95,26.1,58.1,0.0
dairy_based,7.83,26.9,36.5,0.0
fried_items,6.56,20.9,73.2,0.0
fried_items,6.91,35.3,87.7,0.0
dry_snacks,2.28,26.5,76.7,0.618
fried_items,7.42,27.2,67.5,0.014
raw_salads,2.38,34.6,66.6,0.001
dairy_based,9.81,21.3,88.7,0.0
rice_curry,2.28,23.5,34.4,0.0
raw_salads,2.37,16.5,39.0,0.065
dry_snacks,8.59,23.0,79.8,0.028
dairy_based,2.43,15.1,38.7,0.0
fried_items,3.61,28.5,53.0,0.015
dairy_based,7.15,26.5,46.9,0.02
raw_salads,1.59,22.3,44.6,0.26
dairy_based,1.59,23.4,31.5,0.022
raw_salads,4.86,28.6,64.0,0.0
dry_snacks,2.44,17.2,54.1,0.769
baked_goods,2.36,25.2,63.1,0.526
fried_items,0.09,28.2,48.3,0.955
rice_curry,3.7,13.3,86.5,0.0
rice_curry,3.18,28.1,65.5,0.039
baked_goods,0.31,14.0,87.7,0.947
fried_items,6.21,23.3,51.0,0.0
fried_items,6.27,17.0,30.1,0.008
dry_snacks,0.71,32.6,76.9,0.858
fried_items,3.17,17.1,79.6,0.376
raw_salads,8.73,14.1,33.5,0.0
dry_snacks,5.82,24.8,67.5,0.037
dairy_based,4.12,21.5,69.7,0.002
dairy_based,4.65,15.0,38.7,0.0
raw_salads,2.08,27.2,63.2,0.016
rice_curry,8.12,12.1,44.6,0.029
dairy_based,9.14,17.8,31.0,0.033
baked_goods,9.11,20.5,82.0,0.03
dry_snacks,2.24,28.8,59.5,0.616
baked_goods,3.11,31.8,76.9,0.19
baked_goods,1.61,30.6,73.4,0.614
baked_goods,3.07,23.1,89.6,0.512
fried_items,3.33,9.4,56.3,0.333
baked_goods,6.33,26.3,55.7,0.0
baked_goods,1.9,32.8,46.9,0.533
raw_salads,9.19,31.4,67.5,0.0
dairy_based,1.03,26.8,59.2,0.172
dairy_based,0.07,16.9,73.7,0.935
fried_items,8.55,20.8,51.4,0.029
rice_curry,7.04,35.6,37.9,0.0
raw_salads,3.55,15.5,81.7,0.0
baked_goods,5.95,17.1,79.7,0.233
fried_items,2.24,29.7,51.1,0.135
rice_curry,1.68,21.4,71.4,0.38
dairy_based,4.71,16.9,59.5,0.0
dairy_based,3.53,33.2,75.7,0.004
fried_items,6.15,26.8,53.4,0.037
baked_goods,2.18,21.7,62.1,0.749
baked_goods,6.63,17.1,33.5,0.193
raw_salads,7.67,36.3,40.5,0.0
raw_salads,1.67,23.9,76.9,0.022
baked_goods,0.44,32.4,52.9,0.932
dairy_based,4.4,29.4,32.1,0.022
fried_items,7.74,20.9,40.1,0.0
dairy_based,6.51,20.9,54.7,0.0
fried_items,7.02,32.7,73.1,0.0
baked_goods,4.03,32.8,51.8,0.019
dairy_based,2.35,12.7,74.7,0.0
fried_items,5.32,27.3,81.5,0.0
dry_snacks,2.04,23.3,50.5,0.748
baked_goods,7.26,17.8,78.0,0.027
dairy_based,1.97,25.6,37.6,0.041
dairy_based,2.91,15.9,54.9,0.006
fried_items,5.07,21.2,35.9,0.0
rice_curry,4.87,19.2,33.2,0.03
fried_items,6.01,21.0,33.9,0.011
baked_goods,4.37,23.6,36.3,0.298
dairy_based,9.19,17.9,80.1,0.0
dry_snacks,8.4,33.4,62.6,0.002
dairy_based,8.79,27.0,86.8,0.0
rice_curry,6.3,34.8,62.3,0.006
dairy_based,6.35,23.0,67.7,0.043
fried_items,6.09,20.7,41.1,0.0
dry_snacks,4.35,34.6,62.4,0.017
baked_goods,3.22,20.5,53.1,0.55
rice_curry,5.92,22.9,85.9,0.0
raw_salads,0.26,28.3,86.0,0.793
baked_goods,0.07,16.6,41.9,1.0
rice_curry,8.52,28.3,67.2,0.0
fried_items,0.46,27.5,68.3,0.784
dry_snacks,5.25,31.6,63.8,0.005
dry_snacks,6.15,29.3,37.5,0.008
raw_salads,1.98,31.8,69.2,0.0
baked_goods,8.96,23.3,77.9,0.0
dry_snacks,1.9,18.8,50.7,0.802
rice_curry,8.85,36.7,60.9,0.019
rice_curry,7.63,14.8,37.0,0.012
dairy_based,2.41,15.4,85.8,0.0
rice_curry,1.51,27.4,36.6,0.13
rice_curry,3.16,33.7,42.5,0.027
fried_items,3.98,25.1,47.9,0.0
rice_curry,2.46,30.0,79.5,0.0
raw_salads,9.99,12.0,72.0,0.028
baked_goods,2.3,21.0,30.4,0.646
baked_goods,8.31,12.8,41.0,0.035
rice_curry,1.59,28.7,75.0,0.043
baked_goods,9.8,14.7,54.2,0.0
raw_salads,2.26,16.3,31.6,0.088
rice_curry,4.22,27.1,87.8,0.003
baked_goods,5.59,30.4,39.1,0.0
dairy_based,1.2,23.0,60.6,0.144
baked_goods,8.17,27.4,44.9,0.0
dairy_based,2.75,27.2,74.2,0.0
baked_goods,5.49,22.7,76.6,0.133
dry_snacks,5.5,17.4,53.8,0.424
dairy_based,6.03,27.4,69.5,0.0
rice_curry,0.55,27.7,84.5,0.678
rice_curry,1.69,29.4,78.9,0.0
rice_curry,1.61,25.9,54.9,0.101
dairy_based,3.02,17.0,56.5,0.037
dry_snacks,1.45,28.1,83.2,0.707
baked_goods,9.22,24.0,32.1,0.033
fried_items,5.13,21.1,31.4,0.0
baked_goods,6.24,22.2,42.3,0.043
baked_goods,3.57,19.9,79.7,0.549
dry_snacks,2.76,29.3,39.2,0.463
dry_snacks,5.03,15.5,47.1,0.461
dairy_based,2.94,18.0,67.7,0.0
dairy_based,3.44,22.0,41.1,0.046
rice_curry,4.53,33.7,48.2,0.007
baked_goods,5.06,30.3,58.0,0.035
fried_items,9.84,14.2,43.7,0.028
baked_goods,2.23,32.1,89.5,0.371
dry_snacks,4.88,32.1,39.8,0.0
baked_goods,1.5,17.0,81.0,0.807
rice_curry,3.5,8.9,58.2,0.043
dairy_based,7.17,23.6,37.7,0.002
dairy_based,1.74,30.7,37.1,0.057
baked_goods,5.81,33.5,60.0,0.0
rice_curry,4.17,18.8,51.2,0.0
rice_curry,0.52,34.5,44.1,0.608
dairy_based,9.33,10.6,87.5,0.0
dairy_based,4.14,21.8,57.8,0.061
rice_curry,7.84,21.5,85.7,0.014
rice_curry,4.16,30.9,39.8,0.048
rice_curry,9.37,31.8,41.0,0.027
dairy_based,2.9,29.7,65.8,0.0
dairy_based,4.12,15.9,46.2,0.0
dairy_based,7.59,29.2,41.1,0.045
baked_goods,3.44,27.1,35.7,0.222
rice_curry,3.64,14.0,34.6,0.048
raw_salads,9.95,11.6,75.2,0.005
baked_goods,5.56,30.2,46.9,0.0
rice_curry,6.89,22.9,88.7,0.0
rice_curry,6.43,16.3,41.0,0.014
rice_curry,8.28,22.8,51.3,0.0
rice_curry,8.62,26.2,52.5,0.043
dairy_based,5.63,23.5,60.0,0.042
dry_snacks,2.95,14.7,82.2,0.688
dry_snacks,0.23,35.3,80.1,0.904
dairy_based,6.14,30.0,30.6,0.039
baked_goods,8.25,22.0,54.6,0.0
rice_curry,4.51,22.2,79.7,0.0
raw_salads,1.65,26.2,30.0,0.022
dairy_based,2.88,17.2,62.0,0.0
raw_salads,5.1,25.9,45.6,0.029
rice_curry,8.37,16.0,54.8,0.0
fried_items,1.72,23.6,55.2,0.517
baked_goods,6.12,17.0,53.5,0.264
dry_snacks,7.53,17.3,83.5,0.191
raw_salads,9.36,33.9,62.2,0.024
dairy_based,1.17,24.4,84.2,0.079
dairy_based,9.26,25.2,73.6,0.0
fried_items,6.01,11.9,51.1,0.001
fried_items,7.67,20.4,59.6,0.0
dry_snacks,0.54,26.8,53.4,0.922
raw_salads,5.06,25.2,79.7,0.0
fried_items,6.23,11.1,41.3,0.032
raw_salads,3.07,25.2,86.2,0.0
dairy_based,4.32,26.2,64.8,0.009
fried_items,5.54,31.7,66.7,0.002
dairy_based,5.53,20.1,61.0,0.0
raw_salads,0.42,10.5,63.3,0.82
baked_goods,4.39,18.0,70.1,0.448
raw_salads,2.14,17.4,69.3,0.13
fried_items,9.17,28.4,42.8,0.033
baked_goods,9.77,7.7,64.9,0.51
dairy_based,3.0,21.3,51.3,0.011
dairy_based,1.75,32.6,68.2,0.0
baked_goods,2.2,24.0,62.9,0.64
dry_snacks,4.78,29.4,40.8,0.057
baked_goods,8.75,14.1,74.1,0.0
dry_snacks,5.0,14.4,57.4,0.549
fried_items,0.55,32.6,63.1,0.767
dairy_based,0.4,24.6,70.4,0.728
dairy_based,2.27,24.6,69.2,0.004
dairy_based,8.43,17.3,74.9,0.0
dairy_based,6.21,24.6,42.4,0.0
dairy_based,5.63,17.1,36.6,0.023
dairy_based,3.19,31.1,70.2,0.024
fried_items,9.29,40.0,44.2,0.0
baked_goods,3.31,26.9,36.9,0.362
fried_items,8.35,20.2,37.9,0.0
fried_items,8.96,8.8,48.8,0.0
raw_salads,4.83,13.9,89.5,0.0
raw_salads,8.94,33.3,39.4,0.0
dry_snacks,2.77,17.8,47.9,0.711
baked_goods,6.58,21.8,85.2,0.0
rice_curry,0.88,27.9,87.8,0.467
rice_curry,4.74,32.9,43.7,0.0
baked_goods,2.17,22.8,82.8,0.655
dry_snacks,0.63,21.6,38.3,0.929
raw_salads,0.04,24.4,75.7,0.963
baked_goods,3.25,20.2,30.8,0.567
raw_salads,5.9,20.6,54.4,0.043
baked_goods,4.55,26.5,44.8,0.017
raw_salads,3.02,25.1,72.2,0.0
dry_snacks,9.91,36.8,31.0,0.0
raw_salads,9.4,26.6,57.9,0.023
dry_snacks,1.26,30.9,71.8,0.725
rice_curry,4.15,17.6,32.8,0.0
dry_snacks,6.49,27.2,83.8,0.0
dairy_based,7.33,19.7,51.7,0.042
baked_goods,3.66,26.4,39.9,0.25
rice_curry,7.46,28.1,43.5,0.059
baked_goods,1.24,24.3,50.3,0.786
fried_items,3.32,38.4,41.9,0.001
