distance_km,eta_minutes,spare_capacity_ratio,ngo_acceptance_track_record,accepted
2.43,9.2,0.61,0.933,1
2.71,4.5,0.212,0.66,1
3.69,10.6,0.225,0.839,1
0.61,5.9,0.466,0.65,1
4.7,13.9,0.361,0.46,1
0.7,3.0,0.677,0.431,1
0.1,3.0,0.075,0.523,1
1.48,3.0,0.489,0.826,1
0.6,3.0,0.174,0.62,1
2.68,5.3,0.607,0.668,1
7.64,17.6,0.116,0.46,0
1.72,3.7,0.198,0.768,1
7.45,18.4,0.804,0.874,1
1.4,4.5,0.235,0.769,1
0.1,3.0,0.737,0.981,1
7.18,16.6,0.273,0.41,0
1.91,4.5,0.235,0.409,1
5.81,14.1,0.299,0.695,1
0.71,5.4,0.881,0.557,1
2.37,6.4,0.397,0.805,1
0.25,3.0,0.244,0.868,1
2.79,7.8,0.537,0.46,0
1.5,4.8,0.386,0.941,1
4.93,12.1,0.79,0.418,1
2.81,4.6,0.99,0.806,1
2.94,10.9,0.527,0.627,1
1.34,3.0,0.452,0.794,1
3.17,9.2,0.343,0.458,1
4.11,10.7,0.973,0.953,1
2.23,6.8,0.483,0.953,0
5.29,16.6,0.178,0.706,0
0.79,3.1,0.969,0.701,1
2.07,4.1,0.961,0.775,1
2.9,9.5,0.436,0.742,0
1.29,3.0,0.348,0.721,1
0.67,3.0,0.68,0.748,1
0.3,3.0,0.829,0.907,1
2.61,4.5,0.499,0.761,1
0.82,3.0,0.331,0.516,1
0.19,3.0,0.301,0.939,1
2.49,3.0,0.327,0.527,1
0.33,3.0,0.118,0.497,1
6.23,13.9,0.779,0.988,1
0.25,3.2,0.105,0.526,1
4.08,9.5,0.398,0.459,1
2.98,5.2,0.835,0.732,1
0.15,3.0,0.404,0.888,1
1.3,3.0,0.295,0.436,0
5.08,15.2,0.948,0.689,1
0.49,3.0,0.127,0.44,1
1.85,4.3,0.885,0.653,0
5.14,14.0,0.062,0.603,1
0.55,3.0,0.414,0.481,1
0.84,3.0,0.632,0.949,1
0.31,3.0,0.37,0.775,1
7.1,15.5,0.535,0.897,0
0.27,3.0,0.204,0.935,1
8.86,23.8,0.569,0.949,1
1.45,4.7,0.135,0.841,1
4.57,8.9,0.796,0.581,1
3.97,8.7,0.584,0.889,1
2.78,5.2,0.482,0.707,1
1.64,7.6,0.055,0.56,0
2.65,8.4,0.5,0.628,1
1.1,3.0,0.564,0.578,1
3.13,9.0,0.266,0.675,1
0.1,3.0,0.678,0.861,1
0.2,3.0,0.077,0.686,1
0.32,3.0,0.209,0.558,1
0.52,3.0,0.738,0.452,1
0.79,3.0,0.147,0.905,1
5.15,13.4,0.246,0.646,0
10.68,26.9,0.651,0.661,0
0.59,3.0,0.729,0.851,1
0.2,3.0,0.051,0.901,1
0.66,3.0,0.127,0.702,1
3.41,9.0,0.446,0.773,1
5.1,13.6,0.593,0.541,1
1.51,4.2,0.454,0.952,1
1.4,3.0,0.647,0.735,1
2.59,4.5,0.756,0.825,1
3.62,9.9,0.95,0.467,1
2.29,8.7,0.35,0.776,1
0.1,3.0,0.163,0.618,1
11.24,27.3,0.264,0.666,1
1.44,4.0,0.148,0.802,1
1.77,3.0,0.394,0.87,1
0.27,3.3,0.873,0.606,1
0.17,3.0,0.347,0.915,1
0.2,3.0,0.149,0.529,1
2.13,5.0,0.523,0.732,1
0.18,3.0,0.992,0.489,1
9.03,25.2,0.188,0.571,0
1.87,4.3,0.778,0.928,1
1.82,4.9,0.823,0.407,1
5.36,14.5,0.401,0.94,1
1.77,3.0,0.62,0.594,1
0.61,3.0,0.432,0.811,1
3.14,8.4,0.262,0.454,1
0.1,3.0,0.426,0.778,1
0.36,3.0,0.095,0.937,1
2.53,6.2,0.707,0.728,1
0.1,3.0,0.829,0.614,1
2.27,5.8,0.307,0.868,1
5.75,14.9,0.566,0.821,1
12.8,34.7,0.232,0.469,0
4.34,8.5,0.127,0.793,1
0.64,3.0,0.664,0.792,1
1.2,4.3,0.134,0.844,1
0.91,3.2,0.782,0.587,1
0.98,3.4,0.272,0.637,1
3.23,13.6,0.819,0.966,1
5.44,14.8,0.369,0.738,1
1.27,5.4,0.369,0.7,1
0.1,3.0,0.751,0.982,1
0.96,3.0,0.51,0.535,1
2.13,4.7,0.201,0.635,1
0.71,3.2,0.85,0.848,1
1.27,4.0,0.34,0.821,1
5.05,13.4,0.103,0.97,1
0.82,3.0,0.416,0.786,1
1.87,3.9,0.574,0.585,1
2.06,4.8,0.61,0.635,1
5.36,14.9,0.836,0.453,1
1.44,5.3,0.541,0.945,1
2.39,4.0,0.224,0.476,1
1.19,4.5,0.262,0.722,1
1.29,3.0,0.101,0.637,0
13.52,34.7,0.736,0.479,0
1.96,4.5,0.106,0.573,1
10.99,30.6,0.606,0.774,1
1.66,3.3,0.597,0.418,1
0.14,3.0,0.786,0.97,1
0.3,3.0,0.075,0.936,0
0.11,3.0,0.203,0.45,1
3.01,7.4,0.91,0.912,1
2.37,5.4,0.572,0.594,1
0.7,3.0,0.458,0.44,1
3.66,8.3,0.748,0.581,1
4.79,14.2,0.903,0.877,1
2.37,4.7,0.263,0.793,1
1.6,5.1,0.901,0.541,1
1.19,3.6,0.109,0.824,1
0.68,3.0,0.978,0.818,1
1.95,5.9,0.165,0.838,1
2.73,4.0,0.266,0.719,1
1.88,6.0,0.097,0.883,1
2.12,4.3,0.804,0.778,1
10.28,25.7,0.984,0.474,0
7.93,17.2,0.297,0.878,0
1.45,3.9,0.326,0.591,1
0.87,4.0,0.279,0.816,1
20.0,48.4,0.155,0.798,0
0.35,3.0,0.787,0.598,1
3.38,9.4,0.061,0.495,1
5.06,13.6,0.968,0.81,1
0.1,3.0,0.927,0.901,1
8.69,25.8,0.118,0.895,1
1.75,5.4,0.53,0.77,1
3.18,9.3,0.993,0.534,1
0.5,3.0,0.853,0.587,1
9.27,19.5,0.715,0.845,1
5.05,14.0,0.022,0.642,1
2.94,6.2,0.068,0.832,1
1.08,3.8,0.794,0.583,1
3.23,7.6,0.376,0.404,1
3.69,9.7,0.668,0.756,1
10.84,25.5,0.739,0.755,0
0.38,3.0,0.422,0.77,1
1.82,3.0,0.143,0.558,0
0.75,6.4,0.387,0.879,1
0.96,6.9,0.871,0.688,1
8.32,24.1,0.331,0.85,0
0.31,3.3,0.063,0.761,1
4.76,11.7,0.959,0.645,1
9.82,26.9,0.681,0.801,1
0.1,3.0,0.541,0.739,1
0.82,3.0,0.829,0.701,1
1.26,6.2,0.411,0.783,1
0.37,3.2,0.985,0.451,1
0.22,3.0,0.858,0.937,1
0.81,3.0,0.281,0.598,1
0.58,3.0,0.371,0.533,1
3.35,4.7,0.276,0.855,1
3.33,10.2,0.659,0.536,1
3.49,5.5,0.639,0.988,1
8.24,21.2,0.523,0.648,0
0.26,3.0,0.966,0.575,1
2.0,3.0,0.472,0.437,0
1.78,4.9,0.784,0.425,0
8.57,20.8,0.658,0.456,1
0.69,3.4,0.518,0.403,1
4.09,7.7,0.042,0.593,1
0.6,3.0,0.657,0.583,1
0.26,3.0,0.643,0.654,1
2.84,3.0,0.125,0.537,1
2.79,10.6,0.796,0.437,1
9.51,27.9,0.467,0.442,0
0.33,3.0,0.324,0.507,1
1.3,3.0,0.824,0.587,1
7.17,17.3,0.343,0.487,0
2.57,8.2,0.622,0.615,1
4.3,9.7,0.618,0.944,1
0.33,3.0,0.053,0.554,1
0.1,3.0,0.423,0.499,1
1.97,3.8,0.223,0.792,1
1.09,3.0,0.2,0.69,1
3.27,8.8,0.655,0.428,0
4.88,10.2,0.011,0.865,1
7.45,19.5,0.969,0.822,1
7.69,18.3,0.395,0.977,1
3.61,9.3,0.299,0.954,1
0.28,3.5,0.92,0.745,1
1.14,3.0,0.487,0.805,1
2.36,7.7,0.614,0.642,1
8.41,17.4,0.696,0.924,1
0.1,3.0,0.871,0.726,1
4.73,11.9,0.13,0.592,1
0.94,6.2,0.082,0.406,1
0.47,3.0,0.994,0.746,1
0.37,3.0,0.009,0.71,1
1.58,6.9,0.708,0.879,1
7.38,16.9,0.611,0.51,0
3.64,8.7,0.553,0.881,1
5.57,14.6,0.786,0.409,1
2.82,7.4,0.992,0.747,1
2.08,8.3,0.047,0.634,1
15.97,40.8,0.615,0.596,0
5.49,16.4,0.717,0.656,1
6.85,16.4,0.306,0.532,1
0.1,3.0,0.893,0.508,1
0.17,3.0,0.457,0.875,1
2.89,4.9,0.164,0.534,1
6.99,18.5,0.854,0.835,1
3.84,8.8,0.943,0.82,1
0.1,3.0,0.1,0.42,1
4.15,11.4,0.752,0.92,0
4.83,9.8,0.215,0.866,1
12.99,34.0,0.007,0.87,0
0.1,3.0,0.261,0.877,1
0.29,3.1,0.855,0.744,1
5.78,13.7,0.141,0.986,1
3.46,9.9,0.131,0.506,1
1.47,4.0,0.739,0.443,1
2.05,6.6,0.406,0.815,1
2.39,6.2,0.148,0.573,1
7.5,15.4,0.23,0.759,1
5.9,16.8,0.795,0.631,1
2.04,4.9,0.623,0.597,1
1.8,6.1,0.761,0.927,1
1.5,5.1,0.098,0.484,1
2.63,5.0,0.458,0.512,1
4.73,10.0,0.797,0.794,1
4.11,11.6,0.266,0.862,1
6.68,16.1,0.169,0.891,1
2.78,8.8,0.382,0.536,1
3.21,7.7,0.333,0.92,1
1.9,6.8,0.185,0.76,1
6.57,17.3,0.954,0.886,1
13.79,35.0,0.483,0.44,0
1.53,3.1,0.608,0.611,1
3.75,9.8,0.121,0.71,0
0.69,4.1,0.61,0.74,1
2.72,6.7,0.555,0.458,1
4.3,11.8,0.932,0.718,1
1.07,3.0,0.412,0.793,1
1.92,5.1,0.782,0.613,1
10.0,28.4,0.304,0.695,0
0.1,3.0,0.579,0.573,1
6.74,17.0,0.927,0.914,1
10.76,27.3,0.625,0.754,1
3.37,7.0,0.711,0.725,1
3.23,7.7,0.876,0.957,1
1.65,4.7,0.925,0.792,1
6.42,17.8,0.208,0.565,0
3.27,9.7,0.196,0.779,1
2.65,4.4,0.55,0.967,1
2.07,7.1,0.996,0.414,1
3.43,8.4,0.49,0.77,1
0.1,3.0,0.331,0.493,1
1.2,5.7,0.537,0.882,1
2.37,8.8,0.064,0.778,1
2.61,7.1,0.177,0.953,1
1.9,6.2,0.149,0.795,1
6.69,18.3,0.028,0.41,0
3.52,11.6,0.722,0.701,0
2.85,8.6,0.325,0.933,1
10.16,22.7,0.169,0.537,0
6.14,19.4,0.512,0.449,1
7.26,20.3,0.323,0.825,1
5.68,13.2,0.393,0.696,1
3.76,7.3,0.316,0.428,1
4.65,12.6,0.004,0.565,0
1.38,3.0,0.688,0.593,1
0.56,3.0,0.111,0.794,1
4.02,11.5,0.219,0.678,1
0.32,3.0,0.19,0.687,1
3.15,5.6,0.331,0.876,1
0.17,3.0,0.16,0.564,1
3.23,7.0,0.347,0.797,1
0.49,3.0,0.243,0.617,1
1.72,3.0,0.061,0.647,1
0.96,3.0,0.871,0.728,1
2.0,6.4,0.306,0.81,1
1.53,5.0,0.095,0.958,1
0.37,3.0,0.522,0.559,1
0.34,3.0,0.123,0.461,1
0.18,3.0,0.773,0.653,1
2.22,6.7,0.062,0.723,1
0.26,3.0,0.465,0.535,1
1.23,3.0,0.944,0.925,1
1.15,3.5,0.159,0.871,1
1.33,6.3,0.201,0.691,0
2.46,6.6,0.6,0.666,1
0.81,3.0,0.98,0.424,1
1.45,4.0,0.386,0.717,1
14.19,39.6,0.649,0.751,0
5.53,11.2,0.152,0.926,1
7.7,19.3,0.641,0.696,0
1.66,3.7,0.253,0.493,1
0.86,3.0,0.613,0.506,1
2.15,5.8,0.089,0.494,1
1.38,5.7,0.525,0.954,1
6.01,15.2,0.237,0.868,1
6.61,19.1,0.682,0.887,1
2.9,7.0,0.748,0.896,1
2.04,4.4,0.848,0.456,1
1.62,3.0,0.992,0.814,1
2.43,3.0,0.459,0.816,1
0.51,3.0,0.671,0.533,1
7.19,22.1,0.018,0.689,0
1.1,3.7,0.905,0.791,1
1.03,4.0,0.616,0.929,1
10.24,24.8,0.421,0.465,0
7.8,19.0,0.434,0.926,1
4.07,12.1,0.758,0.944,0
0.65,5.6,0.833,0.945,1
3.09,10.7,0.808,0.403,0
3.08,9.3,0.511,0.53,1
0.55,3.0,0.371,0.808,1
0.42,3.0,0.946,0.59,1
0.59,3.0,0.634,0.436,1
2.49,3.3,0.544,0.85,1
0.43,3.0,0.598,0.417,0
0.65,3.0,0.63,0.663,1
1.5,3.2,0.713,0.959,1
2.01,3.0,0.553,0.66,1
3.53,8.7,0.875,0.938,1
0.63,3.0,0.86,0.641,1
8.59,19.1,0.442,0.605,0
1.02,3.0,0.169,0.463,1
3.93,9.2,0.577,0.611,1
0.1,3.0,0.621,0.599,1
1.91,6.6,0.523,0.899,0
1.05,3.0,0.891,0.943,1
4.79,8.0,0.093,0.413,1
6.79,17.0,0.287,0.458,1
3.29,8.4,0.866,0.78,1
16.67,42.5,0.939,0.686,0
0.36,3.0,0.426,0.575,1
2.85,5.3,0.193,0.553,0
1.47,3.7,0.42,0.533,1
2.59,5.6,0.456,0.71,1
0.74,5.0,0.52,0.41,1
4.57,10.8,0.274,0.836,0
4.29,10.6,0.313,0.577,1
1.35,8.3,0.656,0.652,1
0.64,3.0,0.622,0.711,1
2.29,6.8,0.662,0.525,1
2.74,8.1,0.377,0.921,1
2.8,8.5,0.336,0.802,1
2.63,7.1,0.352,0.913,1
0.57,3.0,0.951,0.681,1
2.72,7.0,0.395,0.655,1
1.83,3.4,0.606,0.54,1
6.62,17.2,0.523,0.721,1
0.1,4.3,0.876,0.75,1
0.38,3.4,0.369,0.648,1
1.77,5.0,0.434,0.486,1
2.67,8.4,0.843,0.561,0
2.2,3.8,0.161,0.408,1
3.7,8.7,0.594,0.588,1
0.86,4.0,0.4,0.743,1
1.47,6.7,0.986,0.964,1
1.75,3.0,0.721,0.505,1
3.55,7.9,0.011,0.433,0
7.52,23.2,0.839,0.575,1
3.29,8.4,0.703,0.493,1
0.15,4.0,0.561,0.81,1
1.66,4.6,0.236,0.403,1
2.41,6.5,0.149,0.979,1
0.35,3.0,0.628,0.905,1
0.64,3.5,0.44,0.689,1
2.49,8.9,0.862,0.943,1
1.75,3.0,0.262,0.771,1
5.44,12.9,0.638,0.986,1
4.6,13.3,0.249,0.564,0
6.6,16.3,0.636,0.988,1
0.47,3.0,0.048,0.506,1
4.76,13.9,0.392,0.609,1
0.4,3.2,0.173,0.952,1
0.38,3.0,0.606,0.619,1
1.03,3.0,0.317,0.524,1
0.54,3.0,0.772,0.435,1
3.93,8.0,0.115,0.488,1
0.3,3.0,0.556,0.61,1
4.77,12.0,0.594,0.649,1
1.05,3.0,0.022,0.72,1
4.84,10.7,0.036,0.88,1
2.17,3.3,0.308,0.408,1
3.21,8.9,0.609,0.896,1
0.17,3.0,0.963,0.741,1
4.34,8.8,0.091,0.846,1
1.33,3.0,0.703,0.847,1
0.49,3.0,0.693,0.933,1
1.24,3.0,0.669,0.455,1
1.55,3.9,0.516,0.737,1
0.89,5.5,0.967,0.936,1
2.22,8.9,0.502,0.824,1
5.06,9.0,0.838,0.457,1
1.75,5.0,0.263,0.762,1
0.51,3.0,0.806,0.872,1
1.63,3.0,0.997,0.562,1
1.11,3.0,0.91,0.773,1
0.31,3.2,0.304,0.896,1
0.72,3.0,0.846,0.709,1
1.41,3.0,0.095,0.515,1
2.64,8.0,0.678,0.724,1
6.0,10.5,0.342,0.747,1
0.13,3.0,0.659,0.638,1
0.59,3.0,0.412,0.801,1
0.84,3.0,0.009,0.656,1
5.02,12.1,0.231,0.918,1
2.18,5.2,0.042,0.867,1
1.05,3.0,0.427,0.875,1
1.47,3.7,0.84,0.71,1
2.26,6.7,0.738,0.516,1
0.8,3.0,0.789,0.827,1
5.11,12.2,0.807,0.441,1
4.68,12.5,0.372,0.705,1
2.2,7.1,0.506,0.431,1
7.38,17.3,0.508,0.712,1
0.1,3.0,0.113,0.805,1
11.02,29.9,0.598,0.647,1
13.01,30.3,0.72,0.646,0
0.52,4.9,0.611,0.472,1
1.0,3.0,0.746,0.578,1
1.65,3.4,0.119,0.662,1
0.35,3.0,0.761,0.91,1
2.82,11.4,0.208,0.93,1
0.72,3.0,0.877,0.963,1
2.97,6.4,0.245,0.459,1
2.28,5.0,0.492,0.575,1
1.95,5.1,0.487,0.673,1
0.51,3.0,0.269,0.779,1
1.34,3.1,0.362,0.815,1
4.56,4.3,0.186,0.864,1
5.68,14.3,0.57,0.693,1
0.37,3.0,0.913,0.728,1
0.24,3.0,0.317,0.967,1
1.56,6.5,0.508,0.542,1
0.33,3.0,0.862,0.874,1
5.57,15.6,0.452,0.82,1
5.88,12.5,0.831,0.483,0
3.98,11.5,0.446,0.947,1
1.39,3.0,0.44,0.905,1
0.34,3.0,0.157,0.86,1
0.12,3.0,0.125,0.475,1
3.47,11.5,0.611,0.482,1
3.17,8.3,0.827,0.803,1
1.13,5.8,0.135,0.463,1
3.19,6.5,0.91,0.467,1
2.57,8.5,0.359,0.636,1
0.27,3.0,0.425,0.403,1
0.86,3.0,0.894,0.826,1
3.59,9.4,0.896,0.719,1
2.02,6.4,0.525,0.446,1
5.38,13.9,0.277,0.721,1
1.47,3.0,0.172,0.432,0
7.47,20.4,0.272,0.442,1
4.98,15.9,0.781,0.686,1
5.72,13.1,0.325,0.695,0
2.93,3.7,0.695,0.6,1
0.3,3.0,0.195,0.767,1
1.03,3.0,0.479,0.629,1
9.69,24.0,0.352,0.746,0
0.9,3.4,0.504,0.606,1
2.67,5.8,0.57,0.822,1
6.7,16.2,0.991,0.742,1
6.11,15.1,0.9,0.494,0
4.72,14.7,0.696,0.805,1
5.04,12.7,0.154,0.863,1
4.04,7.6,0.919,0.439,1
4.47,8.8,0.893,0.76,1
1.77,4.7,0.887,0.866,1
4.37,8.7,0.479,0.468,1
1.79,3.0,0.171,0.932,1
6.48,17.5,0.754,0.645,1
1.84,6.0,0.389,0.835,1
4.48,10.5,0.345,0.93,1
2.14,5.9,0.391,0.984,1
0.35,3.0,0.559,0.745,1
9.25,24.3,0.334,0.816,0
1.39,4.7,0.69,0.549,1
0.96,3.0,0.648,0.571,1
0.25,3.0,0.509,0.902,1
1.8,5.5,0.054,0.635,1
1.66,3.3,0.937,0.885,1
6.91,17.3,0.412,0.43,1
4.06,11.6,0.449,0.529,1
0.56,3.0,0.456,0.5,1
1.53,6.8,0.365,0.711,1
2.68,9.0,0.675,0.448,1
7.81,19.3,0.014,0.603,0
0.15,3.0,0.874,0.982,1
1.29,3.0,0.102,0.869,1
0.68,3.0,1.0,0.849,1
2.36,3.2,0.628,0.48,1
2.21,6.0,0.066,0.615,0
3.91,10.1,0.562,0.802,1
2.06,6.5,0.331,0.413,0
2.67,9.5,0.953,0.656,1
2.37,5.9,0.755,0.948,1
0.42,5.6,0.507,0.449,1
0.81,3.0,0.43,0.935,1
0.96,3.0,0.996,0.515,1
16.25,39.5,0.667,0.512,0
0.34,3.0,0.514,0.515,1
0.5,3.0,0.398,0.949,1
0.1,3.0,0.325,0.756,1
2.07,4.6,0.705,0.843,1
4.24,10.3,0.588,0.616,1
3.87,8.8,0.848,0.915,1
2.36,7.5,0.554,0.743,1
2.43,7.4,0.582,0.754,1
1.81,6.9,0.477,0.844,1
2.21,4.9,0.763,0.856,1
3.44,11.0,0.415,0.802,1
13.9,32.0,0.852,0.47,0
6.94,14.6,0.327,0.911,0
5.2,10.6,0.693,0.554,1
7.08,17.7,0.893,0.988,1
0.42,3.4,0.769,0.627,1
5.25,11.9,0.343,0.471,1
7.64,18.1,0.706,0.586,1
0.21,3.0,0.207,0.738,1
1.15,4.0,0.058,0.631,1
4.23,9.6,0.791,0.889,1
0.91,3.0,0.808,0.803,1
1.01,3.0,0.023,0.526,0
4.51,10.1,0.948,0.718,1
4.39,13.3,0.446,0.865,1
0.34,3.0,0.905,0.926,1
1.45,3.0,0.788,0.633,1
1.51,6.3,0.901,0.945,1
0.44,3.0,0.833,0.421,1
0.97,5.3,0.974,0.799,1
0.1,3.1,0.629,0.861,1
0.99,3.0,0.227,0.651,0
1.76,3.0,0.39,0.406,1
1.21,7.6,0.752,0.805,1
4.56,12.2,0.157,0.602,0
4.65,11.0,0.93,0.49,1
2.48,8.1,0.205,0.493,1
1.09,4.1,0.876,0.854,1
0.13,3.0,0.484,0.511,1
0.43,3.0,0.841,0.686,1
4.44,11.7,0.958,0.973,1
0.24,3.0,0.422,0.848,1
0.13,3.0,0.697,0.723,1
1.49,3.7,0.227,0.712,1
5.55,14.4,0.801,0.499,1
3.4,8.2,0.82,0.663,1
5.2,12.5,0.295,0.485,0
1.31,3.0,0.024,0.449,1
1.95,6.4,0.431,0.464,1
1.6,7.0,0.17,0.758,1
3.52,7.7,0.819,0.514,1
1.61,5.1,0.261,0.488,1
3.87,10.6,0.944,0.912,1
1.45,3.6,0.972,0.472,1
1.23,3.0,0.909,0.816,1
2.24,3.0,0.6,0.646,1
0.73,3.0,0.267,0.742,1
20.0,45.7,0.807,0.414,0
2.12,8.1,0.702,0.4,1
2.42,6.8,0.977,0.882,1
2.35,5.8,0.377,0.681,1
0.1,3.0,0.059,0.442,1
2.6,3.0,0.998,0.603,1
4.03,10.1,0.838,0.699,1
2.15,9.3,0.221,0.48,1
2.58,5.1,0.726,0.722,1
2.18,7.2,0.001,0.712,1
4.55,10.4,0.558,0.756,1
1.4,3.6,0.363,0.878,1
1.06,5.1,0.381,0.644,1
1.73,3.6,0.245,0.924,1
2.25,4.2,0.275,0.68,1
1.81,7.4,0.455,0.67,1
1.9,4.8,0.248,0.787,1
2.6,8.7,0.466,0.764,1
0.1,3.0,0.577,0.407,0
11.29,31.0,0.711,0.98,0
1.82,5.1,0.677,0.956,1
2.34,6.7,0.242,0.566,1
4.62,11.8,0.039,0.73,1
1.73,3.3,0.833,0.855,1
3.05,7.6,0.872,0.943,1
10.38,25.1,0.979,0.746,1
2.53,8.2,0.96,0.411,1
5.18,12.5,0.634,0.802,0
3.56,5.9,0.894,0.455,1
1.78,3.0,0.448,0.796,1
2.05,3.0,0.787,0.747,1
0.6,3.0,0.955,0.778,1
2.48,3.9,0.796,0.512,1
1.87,5.3,0.416,0.691,1
1.53,4.1,0.378,0.765,1
0.62,3.0,0.292,0.577,1
1.93,5.7,0.367,0.507,1
6.81,17.3,0.821,0.531,1
0.6,3.0,0.702,0.906,1
2.22,4.9,0.25,0.674,0
0.9,3.1,0.712,0.79,1
1.16,6.2,0.379,0.704,1
0.1,3.6,0.558,0.892,1
6.03,12.3,0.37,0.7,0
0.37,3.0,0.522,0.455,1
2.21,3.0,0.73,0.517,1
2.29,8.8,0.731,0.408,1
2.93,9.4,0.753,0.891,1
0.54,3.0,0.391,0.791,1
4.66,12.0,0.69,0.848,1
1.35,6.1,0.239,0.822,0
1.72,6.7,0.477,0.886,1
0.47,3.5,0.583,0.982,1
0.62,3.0,0.686,0.786,1
0.17,3.0,0.912,0.549,1
0.1,3.0,0.305,0.46,1
5.95,16.5,0.845,0.748,1
0.1,3.0,0.311,0.855,1
1.8,3.8,0.552,0.731,1
7.14,20.1,0.828,0.579,1
1.92,8.1,0.723,0.825,1
0.45,3.0,0.863,0.664,1
7.4,18.0,0.815,0.569,0
3.79,10.2,0.276,0.896,1
0.1,3.0,0.993,0.74,1
4.55,10.3,0.937,0.567,1
3.65,12.9,0.43,0.594,1
5.47,14.5,0.047,0.737,1
3.17,9.0,0.303,0.65,1
0.69,5.2,0.836,0.495,1
3.23,7.2,0.951,0.76,1
3.76,9.2,0.832,0.807,1
4.88,9.7,0.397,0.4,1
1.52,3.4,0.057,0.717,1
1.73,3.0,0.518,0.741,1
2.27,7.2,0.376,0.596,1
2.05,6.0,0.123,0.6,1
1.74,3.8,0.106,0.587,1
0.99,3.0,0.153,0.663,1
0.51,3.0,0.206,0.879,1
3.2,5.7,0.754,0.677,1
4.6,11.9,0.382,0.986,1
2.17,6.8,0.437,0.622,1
2.01,3.0,0.598,0.813,1
8.19,21.8,0.96,0.724,1
3.55,5.5,0.756,0.85,1
1.88,4.5,0.646,0.924,1
1.58,3.0,0.744,0.702,1
1.41,6.4,0.719,0.692,1
2.54,4.0,0.69,0.956,1
2.54,3.1,0.496,0.951,1
4.74,12.1,0.567,0.988,1
0.72,3.0,0.461,0.492,1
4.85,9.1,0.395,0.402,1
3.42,9.6,0.271,0.658,1
1.26,3.0,0.355,0.833,1
0.87,3.0,0.429,0.443,0
3.38,7.3,0.579,0.62,1
2.17,7.0,0.5,0.743,0
0.5,3.8,0.108,0.525,1
1.76,6.6,0.34,0.831,1
3.66,8.9,0.376,0.535,1
3.59,4.1,0.707,0.896,1
2.51,7.0,0.333,0.605,1
3.52,11.7,0.008,0.753,1
2.79,9.4,0.084,0.721,1
2.49,7.2,0.497,0.575,1
0.95,3.0,0.188,0.659,1
3.78,8.4,0.495,0.899,1
2.1,9.1,0.574,0.724,1
4.41,8.2,0.933,0.433,1
3.4,6.2,0.656,0.821,1
0.11,3.0,0.031,0.508,1
1.77,3.6,0.381,0.687,1
1.35,3.0,0.793,0.676,1
0.97,5.5,0.261,0.687,1
2.54,7.3,0.925,0.418,1
0.85,3.0,0.529,0.561,1
0.5,3.0,0.092,0.43,1
0.51,5.4,0.242,0.645,1
0.59,3.0,0.906,0.767,1
2.44,8.9,0.991,0.786,1
8.18,22.2,0.863,0.438,0
1.16,3.0,0.321,0.47,1
5.08,11.7,0.769,0.79,1
0.58,4.4,0.222,0.713,1
1.22,6.0,0.385,0.892,1
5.05,8.9,0.697,0.521,1
3.52,9.9,0.969,0.471,1
3.6,8.8,0.439,0.614,1
4.39,8.9,0.496,0.776,0
8.35,21.4,0.22,0.687,0
3.22,5.3,0.403,0.458,1
0.43,3.0,0.063,0.442,1
4.6,9.9,0.859,0.8,1
4.14,9.4,0.023,0.575,0
4.82,11.9,0.684,0.795,1
1.05,3.0,0.273,0.574,1
2.32,8.9,0.476,0.586,1
0.22,3.0,0.282,0.524,1
1.05,6.2,0.4,0.98,1
1.73,4.0,0.547,0.409,1
1.34,3.0,0.641,0.475,1
4.72,15.3,0.94,0.893,1
1.31,3.0,0.332,0.482,1
12.99,32.1,0.585,0.566,0
1.12,4.2,0.902,0.555,1
2.1,3.0,0.29,0.811,1
0.22,3.0,0.865,0.643,1
2.47,7.3,0.958,0.896,1
1.4,6.0,0.847,0.841,0
10.87,28.9,0.57,0.713,1
2.04,7.7,0.722,0.547,1
0.22,3.0,0.481,0.868,1
0.29,3.0,0.597,0.911,0
0.25,4.8,0.974,0.893,1
1.13,3.0,0.251,0.431,1
1.0,3.0,0.793,0.812,1
9.88,25.8,0.506,0.815,0
0.55,4.6,0.177,0.956,1
3.07,8.1,0.644,0.555,1
1.45,5.6,0.792,0.864,1
3.2,4.0,0.569,0.807,1
1.01,3.0,0.837,0.918,1
0.18,3.0,0.366,0.809,1
0.66,3.2,0.914,0.903,1
1.23,3.0,0.648,0.612,1
6.34,13.3,0.803,0.493,1
3.53,9.8,0.273,0.614,1
0.68,3.8,0.446,0.881,1
1.72,4.0,0.91,0.478,1
1.07,3.8,0.051,0.776,1
0.1,3.0,0.404,0.983,1
0.45,3.0,0.78,0.928,1
3.66,7.0,0.744,0.796,1
2.61,7.7,0.852,0.868,1
1.4,4.7,0.739,0.469,1
3.12,9.6,0.947,0.694,1
5.07,13.3,0.498,0.714,1
4.87,9.8,0.624,0.862,1
0.4,3.0,0.848,0.567,1
7.24,18.1,0.702,0.463,1
0.51,3.0,0.102,0.812,1
3.84,9.0,0.367,0.691,1
0.31,3.0,0.553,0.897,1
0.67,3.4,0.755,0.684,1
3.94,7.0,0.544,0.899,1
0.95,3.0,0.778,0.7,1
0.91,3.0,0.838,0.862,1
7.68,22.4,0.265,0.825,1
0.49,3.3,0.616,0.557,1
